subscription_id,contract_id,customer_id,plan_id,billing_type,subscription_start_date,subscription_status
S11074,CT11074,C37043,BY,Yearly,2024-02-25,Active
S11075,CT11075,C37046,BY,Yearly,2024-02-08,Active
S11076,CT11076,C37047,PY,Yearly,2024-01-18,Active
S11077,CT11077,C37057,PY,Yearly,2024-02-13,Active
S11078,CT11078,C37060,BY,Yearly,2024-01-27,Active
S11079,CT11079,C37062,PM,Monthly,2024-02-19,Active
S11080,CT11080,C37064,BM,Monthly,2024-01-22,Active
S11081,CT11081,C37066,BY,Yearly,2024-02-22,Active
S11082,CT11082,C37067,BY,Yearly,2024-01-23,Active
S11083,CT11083,C37068,BM,Monthly,2024-02-24,Active
S11084,CT11084,C37075,PY,Yearly,2024-02-12,Active
S11085,CT11085,C37077,PY,Yearly,2024-01-22,Active
S11086,CT11086,C37081,PY,Yearly,2024-02-25,Active
S11087,CT11087,C37082,BY,Yearly,2024-01-04,Active
S11088,CT11088,C37090,PY,Yearly,2024-02-12,Active
S11089,CT11089,C37092,BM,Monthly,2024-02-28,Active
S11090,CT11090,C37097,PY,Yearly,2024-01-27,Active
S11091,CT11091,C37099,BY,Yearly,2024-01-06,Active
S11092,CT11092,C37100,PM,Monthly,2024-02-01,Active
S11093,CT11093,C37108,PM,Monthly,2024-01-24,Active
S11094,CT11094,C37113,PY,Yearly,2024-03-04,Active
S11095,CT11095,C37119,PY,Yearly,2024-01-15,Active
S11096,CT11096,C37121,BM,Monthly,2024-01-16,Active
S11097,CT11097,C37127,BM,Monthly,2024-03-03,Active
S11098,CT11098,C37129,BM,Monthly,2024-02-08,Active
S11099,CT11099,C37130,PY,Yearly,2024-01-20,Active
S11100,CT11100,C37131,BY,Yearly,2024-02-10,Active
S11101,CT11101,C37132,BY,Yearly,2024-01-23,Active
S11102,CT11102,C37133,BM,Monthly,2024-01-28,Active
S11103,CT11103,C37135,PY,Yearly,2024-01-28,Active
S11104,CT11104,C37143,BM,Monthly,2024-02-27,Active
S11105,CT11105,C37146,PM,Monthly,2024-01-07,Active
S11106,CT11106,C37148,BY,Yearly,2024-01-15,Active
S11107,CT11107,C37150,PY,Yearly,2024-02-08,Active
S11108,CT11108,C37151,BM,Monthly,2024-01-03,Active
S11109,CT11109,C37152,BM,Monthly,2024-02-23,Active
S11110,CT11110,C37154,BY,Yearly,2024-02-06,Active
S11111,CT11111,C37157,BY,Yearly,2024-01-12,Active
S11112,CT11112,C37159,BM,Monthly,2024-02-02,Active
S11113,CT11113,C37161,BM,Monthly,2024-02-01,Active
S11114,CT11114,C37164,BM,Monthly,2024-02-08,Active
S11115,CT11115,C37165,BY,Yearly,2024-03-02,Active
S11116,CT11116,C37166,PY,Yearly,2024-02-29,Active
S11117,CT11117,C37167,BM,Monthly,2024-01-26,Active
S11118,CT11118,C37168,PY,Yearly,2024-02-06,Active
S11119,CT11119,C37174,PY,Yearly,2024-03-01,Active
S11120,CT11120,C37176,PY,Yearly,2024-02-22,Active
S11121,CT11121,C37179,PY,Yearly,2024-02-16,Active
S11122,CT11122,C37194,BM,Monthly,2024-01-25,Active
S11123,CT11123,C37200,BY,Yearly,2024-01-08,Active
S11124,CT11124,C37201,BM,Monthly,2024-02-18,Active
S11125,CT11125,C37207,PY,Yearly,2024-02-10,Active
S11126,CT11126,C37214,BY,Yearly,2024-02-20,Active
S11127,CT11127,C37215,BY,Yearly,2024-02-24,Active
S11128,CT11128,C37217,BY,Yearly,2024-01-12,Active
S11129,CT11129,C37218,BM,Monthly,2024-02-09,Active
S11130,CT11130,C37222,BY,Yearly,2024-03-04,Active
S11131,CT11131,C37229,PY,Yearly,2024-01-10,Active
S11132,CT11132,C37230,PM,Monthly,2024-02-18,Active
S11133,CT11133,C37231,BM,Monthly,2024-02-20,Active
S11134,CT11134,C37232,BM,Monthly,2024-01-09,Active
S11135,CT11135,C37237,PM,Monthly,2024-02-26,Active
S11136,CT11136,C37239,PY,Yearly,2024-01-02,Active
S11137,CT11137,C37242,PY,Yearly,2024-01-21,Active
S11138,CT11138,C37246,BY,Yearly,2024-01-12,Active
S11139,CT11139,C37248,BM,Monthly,2024-01-14,Active
S11140,CT11140,C37258,PM,Monthly,2024-01-17,Active
S11141,CT11141,C37262,BY,Yearly,2024-01-07,Active
S11142,CT11142,C37265,BY,Yearly,2024-01-05,Active
S11143,CT11143,C37267,PM,Monthly,2024-02-25,Active
S11144,CT11144,C37268,PY,Yearly,2024-01-04,Active
S11145,CT11145,C37271,BM,Monthly,2024-01-29,Active
S11146,CT11146,C37272,PM,Monthly,2024-01-21,Active
S11147,CT11147,C37273,BY,Yearly,2024-02-14,Active
S11148,CT11148,C37276,BM,Monthly,2024-02-05,Active
S11149,CT11149,C37280,PM,Monthly,2024-01-19,Active
S11150,CT11150,C37283,BM,Monthly,2024-02-14,Active
S11151,CT11151,C37288,PM,Monthly,2024-01-13,Active
S11152,CT11152,C37292,PM,Monthly,2024-02-04,Active
S11153,CT11153,C37293,BM,Monthly,2024-01-08,Active
S11154,CT11154,C37306,BY,Yearly,2024-01-22,Active
S11155,CT11155,C37307,BM,Monthly,2024-02-08,Active
S11156,CT11156,C37308,BY,Yearly,2024-02-23,Active
S11157,CT11157,C37309,BY,Yearly,2024-02-15,Active
S11158,CT11158,C37310,BM,Monthly,2024-01-26,Active
S11159,CT11159,C37323,PM,Monthly,2024-02-08,Active
S11160,CT11160,C37324,PM,Monthly,2024-02-18,Active
S11161,CT11161,C37327,PM,Monthly,2024-01-28,Active
S11162,CT11162,C37328,BM,Monthly,2024-01-12,Active
S11163,CT11163,C37335,BM,Monthly,2024-01-08,Active
S11164,CT11164,C37336,PM,Monthly,2024-03-04,Active
S11165,CT11165,C37337,BY,Yearly,2024-02-20,Active
S11166,CT11166,C37343,PM,Monthly,2024-02-16,Active
S11167,CT11167,C37344,PY,Yearly,2024-01-11,Active
S11168,CT11168,C37348,PM,Monthly,2024-02-06,Active
S11169,CT11169,C37349,BM,Monthly,2024-02-24,Active
S11170,CT11170,C37354,BY,Yearly,2024-02-01,Active
S11171,CT11171,C37357,PY,Yearly,2024-02-21,Active
S11172,CT11172,C37359,BM,Monthly,2024-02-18,Active
S11173,CT11173,C37361,BM,Monthly,2024-02-23,Active
S11174,CT11174,C37366,BY,Yearly,2024-01-21,Active
S11175,CT11175,C37369,BM,Monthly,2024-01-14,Active
S11176,CT11176,C37381,PY,Yearly,2024-02-04,Active
S11177,CT11177,C37383,BY,Yearly,2024-02-05,Active
S11178,CT11178,C37388,PM,Monthly,2024-01-12,Active
S11179,CT11179,C37389,PM,Monthly,2024-03-01,Active
S11180,CT11180,C37398,BY,Yearly,2024-01-23,Active
S11181,CT11181,C37402,PM,Monthly,2024-02-11,Active
S11182,CT11182,C37404,PM,Monthly,2024-02-24,Active
S11183,CT11183,C37409,PM,Monthly,2024-01-10,Active
S11184,CT11184,C37413,BY,Yearly,2024-02-12,Active
S11185,CT11185,C37415,BM,Monthly,2024-01-17,Active
S11186,CT11186,C37417,BM,Monthly,2024-01-23,Active
S11187,CT11187,C37426,BM,Monthly,2024-02-27,Active
S11188,CT11188,C37431,BY,Yearly,2024-03-01,Active
S11189,CT11189,C37434,BY,Yearly,2024-01-25,Active
S11190,CT11190,C37437,PM,Monthly,2024-01-29,Active
S11191,CT11191,C37442,PY,Yearly,2024-01-26,Active
S11192,CT11192,C37445,BY,Yearly,2024-02-02,Active
S11193,CT11193,C37446,BM,Monthly,2024-02-03,Active
S11194,CT11194,C37456,BM,Monthly,2024-01-05,Active
S11195,CT11195,C37457,BM,Monthly,2024-02-08,Active
S11196,CT11196,C37462,PM,Monthly,2024-02-12,Active
S11197,CT11197,C37476,PM,Monthly,2024-02-10,Active
S11198,CT11198,C37480,PM,Monthly,2024-02-23,Active
S11199,CT11199,C37482,PY,Yearly,2024-01-30,Active
S11200,CT11200,C37485,PY,Yearly,2024-01-18,Active
S11201,CT11201,C37486,BM,Monthly,2024-02-27,Active
S11202,CT11202,C37489,BM,Monthly,2024-01-23,Active
S11203,CT11203,C37494,PM,Monthly,2024-03-01,Active
S11204,CT11204,C37499,BM,Monthly,2024-01-24,Active
S11205,CT11205,C37501,PY,Yearly,2024-02-22,Active
S11206,CT11206,C37502,PY,Yearly,2024-01-04,Active
S11207,CT11207,C37503,BM,Monthly,2024-01-14,Active
S11208,CT11208,C37507,PY,Yearly,2024-02-07,Active
S11209,CT11209,C37510,BM,Monthly,2024-02-08,Active
S11210,CT11210,C37511,PM,Monthly,2024-01-12,Active
S11211,CT11211,C37514,BY,Yearly,2024-01-12,Active
S11212,CT11212,C37515,BY,Yearly,2024-02-21,Active
S11213,CT11213,C37517,BY,Yearly,2024-01-08,Active
S11214,CT11214,C37519,PM,Monthly,2024-01-16,Active
S11215,CT11215,C37520,PY,Yearly,2024-01-14,Active
S11216,CT11216,C37521,PY,Yearly,2024-01-29,Active
S11217,CT11217,C37522,BM,Monthly,2024-01-18,Active
S11218,CT11218,C37524,BM,Monthly,2024-02-08,Active
S11219,CT11219,C37527,PM,Monthly,2024-02-16,Active
S11220,CT11220,C37528,BY,Yearly,2024-01-12,Active
S11221,CT11221,C37535,BM,Monthly,2024-01-24,Active
S11222,CT11222,C37537,BY,Yearly,2024-01-06,Active
S11223,CT11223,C37539,BY,Yearly,2024-01-16,Active
S11224,CT11224,C37540,BM,Monthly,2024-02-11,Active
S11225,CT11225,C37541,BY,Yearly,2024-02-01,Active
S11226,CT11226,C37542,PM,Monthly,2024-02-19,Active
S11227,CT11227,C37546,PY,Yearly,2024-01-11,Active
S11228,CT11228,C37554,BY,Yearly,2024-02-24,Active
S11229,CT11229,C37555,PY,Yearly,2024-01-16,Active
S11230,CT11230,C37558,PY,Yearly,2024-01-03,Active
S11231,CT11231,C37560,PM,Monthly,2024-01-16,Active
S11232,CT11232,C37562,BM,Monthly,2024-01-24,Active
S11233,CT11233,C37571,PY,Yearly,2024-01-12,Active
S11234,CT11234,C37572,BY,Yearly,2024-01-06,Active
S11235,CT11235,C37576,PY,Yearly,2024-02-26,Active
S11236,CT11236,C37577,BY,Yearly,2024-02-02,Active
S11237,CT11237,C37578,PM,Monthly,2024-02-10,Active
S11238,CT11238,C37581,PM,Monthly,2024-01-11,Active
S11239,CT11239,C37582,PY,Yearly,2024-01-11,Active
S11240,CT11240,C37586,PY,Yearly,2024-01-27,Active
S11241,CT11241,C37589,PM,Monthly,2024-01-18,Active
S11242,CT11242,C37591,PY,Yearly,2024-01-17,Active
S11243,CT11243,C37593,BM,Monthly,2024-02-21,Active
S11244,CT11244,C37598,PY,Yearly,2024-01-28,Active
S11245,CT11245,C37600,PM,Monthly,2024-01-10,Active
S11246,CT11246,C37603,PM,Monthly,2024-02-05,Active
S11247,CT11247,C37604,BY,Yearly,2024-02-10,Active
S11248,CT11248,C37605,PM,Monthly,2024-01-22,Active
S11249,CT11249,C37607,BY,Yearly,2024-02-01,Active
S11250,CT11250,C37608,PM,Monthly,2024-01-31,Active
S11251,CT11251,C37609,PY,Yearly,2024-01-14,Active
S11252,CT11252,C37610,BY,Yearly,2024-01-17,Active
S11253,CT11253,C37615,PY,Yearly,2024-03-01,Active
S11254,CT11254,C37616,PM,Monthly,2024-02-07,Active
S11255,CT11255,C37623,BM,Monthly,2024-02-17,Active
S11256,CT11256,C37624,BM,Monthly,2024-02-06,Active
S11257,CT11257,C37626,PY,Yearly,2024-01-06,Active
S11258,CT11258,C37627,PY,Yearly,2024-01-25,Active
S11259,CT11259,C37628,PM,Monthly,2024-02-12,Active
S11260,CT11260,C37629,BY,Yearly,2024-02-01,Active
S11261,CT11261,C37632,PY,Yearly,2024-02-08,Active
S11262,CT11262,C37633,BY,Yearly,2024-02-19,Active
S11263,CT11263,C37637,PY,Yearly,2024-02-05,Active
S11264,CT11264,C37647,BY,Yearly,2024-02-29,Active
S11265,CT11265,C37649,PM,Monthly,2024-01-06,Active
S11266,CT11266,C37652,PM,Monthly,2024-01-12,Active
S11267,CT11267,C37656,BM,Monthly,2024-02-27,Active
S11268,CT11268,C37660,BM,Monthly,2024-01-08,Active
S11269,CT11269,C37664,PM,Monthly,2024-02-20,Active
S11270,CT11270,C37665,BY,Yearly,2024-01-13,Active
S11271,CT11271,C37667,BM,Monthly,2024-02-24,Active
S11272,CT11272,C37670,PM,Monthly,2024-01-23,Active
S11273,CT11273,C37671,BM,Monthly,2024-02-14,Active
S11274,CT11274,C37676,PY,Yearly,2024-02-25,Active
S11275,CT11275,C37681,PY,Yearly,2024-02-13,Active
S11276,CT11276,C37683,PY,Yearly,2024-02-06,Active
S11277,CT11277,C37684,PM,Monthly,2024-01-31,Active
S11278,CT11278,C37686,BY,Yearly,2024-01-05,Active
S11279,CT11279,C37688,BY,Yearly,2024-02-08,Active
S11280,CT11280,C37690,BM,Monthly,2024-01-13,Active
S11281,CT11281,C37694,BM,Monthly,2024-01-18,Active
S11282,CT11282,C37695,PY,Yearly,2024-01-25,Active
S11283,CT11283,C37698,PY,Yearly,2024-01-28,Active
S11284,CT11284,C37702,PY,Yearly,2024-03-02,Active
S11285,CT11285,C37707,BY,Yearly,2024-02-02,Active
S11286,CT11286,C37714,BY,Yearly,2024-01-03,Active
S11287,CT11287,C37718,BY,Yearly,2024-01-09,Active
S11288,CT11288,C37720,BM,Monthly,2024-02-29,Active
S11289,CT11289,C37726,PM,Monthly,2024-02-29,Active
S11290,CT11290,C37728,BM,Monthly,2024-01-21,Active
S11291,CT11291,C37729,PY,Yearly,2024-02-19,Active
S11292,CT11292,C37737,BM,Monthly,2024-02-27,Active
S11293,CT11293,C37740,PY,Yearly,2024-02-04,Active
S11294,CT11294,C37741,PM,Monthly,2024-01-30,Active
S11295,CT11295,C37742,BY,Yearly,2024-02-22,Active
S11296,CT11296,C37743,PM,Monthly,2024-01-22,Active
S11297,CT11297,C37746,PM,Monthly,2024-01-09,Active
S11298,CT11298,C37749,PY,Yearly,2024-01-04,Active
S11299,CT11299,C37752,BM,Monthly,2024-01-16,Active
S11300,CT11300,C37753,BY,Yearly,2024-01-26,Active
S11301,CT11301,C37756,PM,Monthly,2024-01-20,Active
S11302,CT11302,C37763,BY,Yearly,2024-01-19,Active
S11303,CT11303,C37769,PM,Monthly,2024-02-26,Active
S11304,CT11304,C37774,BM,Monthly,2024-02-20,Active
S11305,CT11305,C37779,PM,Monthly,2024-02-05,Active
S11306,CT11306,C37780,PM,Monthly,2024-01-14,Active
S11307,CT11307,C37782,PM,Monthly,2024-01-22,Active
S11308,CT11308,C37786,PM,Monthly,2024-01-08,Active
S11309,CT11309,C37787,BY,Yearly,2024-02-08,Active
S11310,CT11310,C37791,PY,Yearly,2024-01-13,Active
S11311,CT11311,C37795,BY,Yearly,2024-01-03,Active
S11312,CT11312,C37796,PY,Yearly,2024-01-06,Active
S11313,CT11313,C37806,BM,Monthly,2024-02-01,Active
S11314,CT11314,C37811,BY,Yearly,2024-02-02,Active
S11315,CT11315,C37813,BY,Yearly,2024-01-31,Active
S11316,CT11316,C37814,BY,Yearly,2024-02-24,Active
S11317,CT11317,C37819,BM,Monthly,2024-02-19,Active
S11318,CT11318,C37820,BY,Yearly,2024-02-21,Active
S11319,CT11319,C37825,PM,Monthly,2024-01-26,Active
S11320,CT11320,C37827,PM,Monthly,2024-01-29,Active
S11321,CT11321,C37830,BY,Yearly,2024-02-29,Active
S11322,CT11322,C37833,BY,Yearly,2024-02-21,Active
S11323,CT11323,C37840,BY,Yearly,2024-01-23,Active
S11324,CT11324,C37841,BY,Yearly,2024-01-21,Active
S11325,CT11325,C37842,PM,Monthly,2024-01-03,Active
S11326,CT11326,C37843,PY,Yearly,2024-02-12,Active
S11327,CT11327,C37846,BM,Monthly,2024-01-19,Active
S11328,CT11328,C37847,PM,Monthly,2024-01-06,Active
S11329,CT11329,C37866,PY,Yearly,2024-02-19,Active
S11330,CT11330,C37867,PY,Yearly,2024-01-10,Active
S11331,CT11331,C37873,PM,Monthly,2024-01-21,Active
S11332,CT11332,C37874,PM,Monthly,2024-01-13,Active
S11333,CT11333,C37875,PM,Monthly,2024-02-04,Active
S11334,CT11334,C37876,BY,Yearly,2024-02-09,Active
S11335,CT11335,C37878,BY,Yearly,2024-01-30,Active
S11336,CT11336,C37882,PM,Monthly,2024-02-21,Active
S11337,CT11337,C37885,PM,Monthly,2024-01-04,Active
S11338,CT11338,C37886,BM,Monthly,2024-03-02,Active
S11339,CT11339,C37889,PY,Yearly,2024-01-06,Active
S11340,CT11340,C37895,PY,Yearly,2024-01-28,Active
S11341,CT11341,C37897,PM,Monthly,2024-02-09,Active
S11342,CT11342,C37898,PM,Monthly,2024-02-17,Active
S11343,CT11343,C37901,PM,Monthly,2024-02-14,Active
S11344,CT11344,C37903,PY,Yearly,2024-01-10,Active
S11345,CT11345,C37905,BM,Monthly,2024-01-15,Active
S11346,CT11346,C37906,BM,Monthly,2024-03-01,Active
S11347,CT11347,C37909,PM,Monthly,2024-01-21,Active
S11348,CT11348,C37914,BY,Yearly,2024-01-18,Active
S11349,CT11349,C37916,PM,Monthly,2024-02-14,Active
S11350,CT11350,C37917,PM,Monthly,2024-02-24,Active
S11351,CT11351,C37918,PM,Monthly,2024-02-19,Active
S11352,CT11352,C37922,PY,Yearly,2024-02-06,Active
S11353,CT11353,C37923,BY,Yearly,2024-01-26,Active
S11354,CT11354,C37925,BY,Yearly,2024-01-07,Active
S11355,CT11355,C37926,BM,Monthly,2024-01-17,Active
S11356,CT11356,C37928,PM,Monthly,2024-01-17,Active
S11357,CT11357,C37929,PM,Monthly,2024-02-14,Active
S11358,CT11358,C37931,BY,Yearly,2024-02-14,Active
S11359,CT11359,C37939,PY,Yearly,2024-01-21,Active
S11360,CT11360,C37946,BY,Yearly,2024-02-22,Active
S11361,CT11361,C37949,BM,Monthly,2024-02-29,Active
S11362,CT11362,C37952,PM,Monthly,2024-01-09,Active
S11363,CT11363,C37960,PY,Yearly,2024-01-30,Active
S11364,CT11364,C37961,PY,Yearly,2024-01-14,Active
S11365,CT11365,C37964,PY,Yearly,2024-02-23,Active
S11366,CT11366,C37967,BY,Yearly,2024-02-12,Active
S11367,CT11367,C37969,PY,Yearly,2024-01-15,Active
S11368,CT11368,C37972,BM,Monthly,2024-02-26,Active
S11369,CT11369,C37974,BY,Yearly,2024-01-20,Active
S11370,CT11370,C37976,BY,Yearly,2024-01-12,Active
S11371,CT11371,C37980,BY,Yearly,2024-01-10,Active
S11372,CT11372,C37983,PM,Monthly,2024-01-24,Active
S11373,CT11373,C37985,BY,Yearly,2024-02-26,Active
S11374,CT11374,C37988,PY,Yearly,2024-02-16,Active
S11375,CT11375,C37990,BM,Monthly,2024-02-14,Active
S11376,CT11376,C37997,PY,Yearly,2024-01-29,Active
S11377,CT11377,C38002,BM,Monthly,2024-02-07,Active
S11378,CT11378,C38006,BM,Monthly,2024-01-06,Active
S11379,CT11379,C38007,BM,Monthly,2024-02-12,Active
S11380,CT11380,C38012,PY,Yearly,2024-03-01,Active
S11381,CT11381,C38015,BM,Monthly,2024-02-20,Active
S11382,CT11382,C38021,BM,Monthly,2024-02-26,Active
S11383,CT11383,C38024,BM,Monthly,2024-02-15,Active
S11384,CT11384,C38025,PM,Monthly,2024-01-09,Active
S11385,CT11385,C38027,BY,Yearly,2024-02-16,Active
S11386,CT11386,C38028,PM,Monthly,2024-03-02,Active
S11387,CT11387,C38029,BM,Monthly,2024-02-21,Active
S11388,CT11388,C38035,PY,Yearly,2024-02-24,Active
S11389,CT11389,C38041,PY,Yearly,2024-03-02,Active
S11390,CT11390,C38044,PY,Yearly,2024-01-27,Active
S11391,CT11391,C38048,PY,Yearly,2024-02-29,Active
S11392,CT11392,C38050,PY,Yearly,2024-02-22,Active
S11393,CT11393,C38051,PY,Yearly,2024-01-09,Active
S11394,CT11394,C38053,BM,Monthly,2024-01-08,Active
S11395,CT11395,C38056,BM,Monthly,2024-01-17,Active
S11396,CT11396,C38062,BY,Yearly,2024-01-21,Active
S11397,CT11397,C38064,PY,Yearly,2024-03-02,Active
S11398,CT11398,C38065,BY,Yearly,2024-02-10,Active
S11399,CT11399,C38067,PM,Monthly,2024-02-17,Active
S11400,CT11400,C38069,PY,Yearly,2024-01-11,Active
S11401,CT11401,C38071,BY,Yearly,2024-01-20,Active
S11402,CT11402,C38077,PY,Yearly,2024-02-25,Active
S11403,CT11403,C38086,PY,Yearly,2024-02-11,Active
S11404,CT11404,C38087,PY,Yearly,2024-01-10,Active
S11405,CT11405,C38091,BM,Monthly,2024-02-22,Active
S11406,CT11406,C38093,PM,Monthly,2024-02-27,Active
S11407,CT11407,C38095,BM,Monthly,2024-01-25,Active
S11408,CT11408,C38101,BY,Yearly,2024-01-28,Active
S11409,CT11409,C38105,BY,Yearly,2024-02-01,Active
S11410,CT11410,C38108,PM,Monthly,2024-02-02,Active
S11411,CT11411,C38111,PY,Yearly,2024-02-24,Active
S11412,CT11412,C38118,BY,Yearly,2024-02-16,Active
S11413,CT11413,C38130,PY,Yearly,2024-02-13,Active
S11414,CT11414,C38131,PY,Yearly,2024-01-25,Active
S11415,CT11415,C38133,BY,Yearly,2024-01-21,Active
S11416,CT11416,C38135,PM,Monthly,2024-02-23,Active
S11417,CT11417,C38141,BY,Yearly,2024-02-27,Active
S11418,CT11418,C38145,BY,Yearly,2024-02-07,Active
S11419,CT11419,C38147,BY,Yearly,2024-01-28,Active
S11420,CT11420,C38149,BM,Monthly,2024-01-16,Active
S11421,CT11421,C38155,PY,Yearly,2024-01-24,Active
S11422,CT11422,C38156,BM,Monthly,2024-02-06,Active
S11423,CT11423,C38164,BY,Yearly,2024-01-14,Active
S11424,CT11424,C38165,PM,Monthly,2024-01-12,Active
S11425,CT11425,C38169,PM,Monthly,2024-01-24,Active
S11426,CT11426,C38170,BM,Monthly,2024-02-08,Active
S11427,CT11427,C38176,PM,Monthly,2024-02-21,Active
S11428,CT11428,C38178,PY,Yearly,2024-02-10,Active
S11429,CT11429,C38179,BY,Yearly,2024-02-15,Active
S11430,CT11430,C38181,BM,Monthly,2024-01-26,Active
S11431,CT11431,C38186,BM,Monthly,2024-02-21,Active
S11432,CT11432,C38189,BM,Monthly,2024-02-29,Active
S11433,CT11433,C38192,PY,Yearly,2024-01-24,Active
S11434,CT11434,C38195,PY,Yearly,2024-01-14,Active
S11435,CT11435,C38205,PY,Yearly,2024-01-15,Active
S11436,CT11436,C38208,PY,Yearly,2024-01-27,Active
S11437,CT11437,C38211,PY,Yearly,2024-02-06,Active
S11438,CT11438,C38212,PM,Monthly,2024-02-19,Active
S11439,CT11439,C38214,BM,Monthly,2024-02-02,Active
S11440,CT11440,C38216,PM,Monthly,2024-01-07,Active
S11441,CT11441,C38220,PY,Yearly,2024-02-25,Active
S11442,CT11442,C38227,BY,Yearly,2024-02-11,Active
S11443,CT11443,C38231,PM,Monthly,2024-02-28,Active
S11444,CT11444,C38233,BM,Monthly,2024-02-02,Active
S11445,CT11445,C38238,PY,Yearly,2024-03-03,Active
S11446,CT11446,C38239,PM,Monthly,2024-02-13,Active
S11447,CT11447,C38247,BM,Monthly,2024-02-11,Active
S11448,CT11448,C38250,BY,Yearly,2024-02-13,Active
S11449,CT11449,C38251,BM,Monthly,2024-03-03,Active
S11450,CT11450,C38253,BM,Monthly,2024-01-26,Active
S11451,CT11451,C38256,BY,Yearly,2024-01-30,Active
S11452,CT11452,C38264,PY,Yearly,2024-02-09,Active
S11453,CT11453,C38268,PY,Yearly,2024-01-18,Active
S11454,CT11454,C38270,BM,Monthly,2024-02-14,Active
S11455,CT11455,C38271,BY,Yearly,2024-01-28,Active
S11456,CT11456,C38274,BM,Monthly,2024-02-18,Active
S11457,CT11457,C38275,PY,Yearly,2024-02-01,Active
S11458,CT11458,C38279,PM,Monthly,2024-02-25,Active
S11459,CT11459,C38284,BY,Yearly,2024-01-23,Active
S11460,CT11460,C38287,PM,Monthly,2024-02-04,Active
S11461,CT11461,C38294,BY,Yearly,2024-01-20,Active
S11462,CT11462,C38298,PY,Yearly,2024-01-30,Active
S11463,CT11463,C38302,PY,Yearly,2024-01-26,Active
S11464,CT11464,C38303,PM,Monthly,2024-01-10,Active
S11465,CT11465,C38309,BY,Yearly,2024-01-23,Active
S11466,CT11466,C38311,PY,Yearly,2024-02-23,Active
S11467,CT11467,C38315,BY,Yearly,2024-02-12,Active
S11468,CT11468,C38321,BY,Yearly,2024-02-17,Active
S11469,CT11469,C38325,BM,Monthly,2024-02-11,Active
S11470,CT11470,C38327,PM,Monthly,2024-02-16,Active
S11471,CT11471,C38335,BY,Yearly,2024-02-23,Active
S11472,CT11472,C38337,BM,Monthly,2024-02-01,Active
S11473,CT11473,C38338,BM,Monthly,2024-02-06,Active
S11474,CT11474,C38339,PM,Monthly,2024-01-28,Active
S11475,CT11475,C38341,PM,Monthly,2024-03-02,Active
S11476,CT11476,C38344,BY,Yearly,2024-01-20,Active
S11477,CT11477,C38348,PM,Monthly,2024-01-12,Active
S11478,CT11478,C38353,BY,Yearly,2024-01-10,Active
S11479,CT11479,C38357,PY,Yearly,2024-03-01,Active
S11480,CT11480,C38364,BM,Monthly,2024-02-06,Active
S11481,CT11481,C38367,PM,Monthly,2024-01-27,Active
S11482,CT11482,C38378,BM,Monthly,2024-01-06,Active
S11483,CT11483,C38380,BY,Yearly,2024-02-27,Active
S11484,CT11484,C38381,BM,Monthly,2024-02-27,Active
S11485,CT11485,C38382,BY,Yearly,2024-01-20,Active
S11486,CT11486,C38383,BY,Yearly,2024-02-16,Active
S11487,CT11487,C38385,PM,Monthly,2024-01-29,Active
S11488,CT11488,C38387,BM,Monthly,2024-01-23,Active
S11489,CT11489,C38391,BY,Yearly,2024-02-20,Active
S11490,CT11490,C38392,PM,Monthly,2024-02-10,Active
S11491,CT11491,C38393,BY,Yearly,2024-02-08,Active
S11492,CT11492,C38394,BY,Yearly,2024-01-03,Active
S11493,CT11493,C38397,PM,Monthly,2024-02-28,Active
S11494,CT11494,C38400,BY,Yearly,2024-01-05,Active
S11495,CT11495,C38406,PM,Monthly,2024-02-19,Active
S11496,CT11496,C38412,BY,Yearly,2024-02-15,Active
S11497,CT11497,C38413,BM,Monthly,2024-02-20,Active
S11498,CT11498,C38418,PY,Yearly,2024-02-22,Active
S11499,CT11499,C38420,BY,Yearly,2024-02-12,Active
S11500,CT11500,C38421,PM,Monthly,2024-02-15,Active
S11501,CT11501,C38423,PY,Yearly,2024-02-29,Active
S11502,CT11502,C38425,BM,Monthly,2024-02-22,Active
S11503,CT11503,C38429,BY,Yearly,2024-01-19,Active
S11504,CT11504,C38430,BY,Yearly,2024-03-01,Active
S11505,CT11505,C38431,PY,Yearly,2024-02-28,Active
S11506,CT11506,C38444,BM,Monthly,2024-01-07,Active
S11507,CT11507,C38446,PM,Monthly,2024-02-25,Active
S11508,CT11508,C38447,PY,Yearly,2024-02-20,Active
S11509,CT11509,C38448,BM,Monthly,2024-02-04,Active
S11510,CT11510,C38449,PY,Yearly,2024-01-07,Active
S11511,CT11511,C38451,BM,Monthly,2024-01-24,Active
S11512,CT11512,C38452,PM,Monthly,2024-02-08,Active
S11513,CT11513,C38453,BY,Yearly,2024-02-09,Active
S11514,CT11514,C38454,BM,Monthly,2024-02-15,Active
S11515,CT11515,C38457,PM,Monthly,2024-01-08,Active
S11516,CT11516,C38459,BY,Yearly,2024-01-06,Active
S11517,CT11517,C38464,PY,Yearly,2024-02-28,Active
S11518,CT11518,C38469,PY,Yearly,2024-02-01,Active
S11519,CT11519,C38470,BY,Yearly,2024-02-27,Active
S11520,CT11520,C38472,BY,Yearly,2024-01-27,Active
S11521,CT11521,C38481,BY,Yearly,2024-01-04,Active
S11522,CT11522,C38482,BM,Monthly,2024-01-20,Active
S11523,CT11523,C38483,PM,Monthly,2024-01-16,Active
