collection_id,invoice_id,customer_id,collection_date,amount_collected,collection_status
COL10725,INV48805,C31524,2025-01-23,0.0,Unrecovered
COL10726,INV52146,C33585,2025-01-23,345.58,Recovered
COL10727,INV80913,C36083,2025-02-05,0.0,Unrecovered
COL10728,INV56742,C36763,2025-02-12,0.0,Unrecovered
COL10729,INV64915,C6206,2025-02-09,0.0,Unrecovered
COL10730,INV13849,C9144,2025-02-01,368.8,Recovered
COL10731,INV67912,C11579,2025-02-22,1747.04,Recovered
COL10732,INV22028,C14367,2025-02-04,80.72,Recovered
COL10733,INV70114,C15334,2025-02-11,259.66,Recovered
COL10734,INV70972,C17027,2025-01-23,0.0,Unrecovered
COL10735,INV71079,C17380,2025-02-05,0.0,Unrecovered
COL10736,INV27325,C17707,2025-02-09,0.0,Unrecovered
COL10737,INV71778,C18695,2025-02-16,0.0,Unrecovered
COL10738,INV30470,C19516,2025-02-16,190.5,Recovered
COL10739,INV33124,C21239,2025-02-25,0.0,Unrecovered
COL10740,INV73615,C21889,2025-02-11,0.0,Unrecovered
COL10741,INV34339,C22038,2025-02-17,223.0,Recovered
COL10742,INV3467,C2241,2025-02-05,394.82,Recovered
COL10743,INV62691,C2243,2025-02-25,203.85,Recovered
COL10744,INV74000,C22619,2025-02-02,0.0,Unrecovered
COL10745,INV75052,C24487,2025-02-01,552.56,Recovered
COL10746,INV40470,C25891,2025-02-06,55.03,Recovered
COL10747,INV40994,C26261,2025-02-15,0.0,Unrecovered
COL10748,INV76723,C27906,2025-01-29,0.0,Unrecovered
COL10749,INV76797,C27993,2025-02-16,0.0,Unrecovered
COL10750,INV55194,C35736,2025-02-07,120.7,Recovered
COL10751,INV59663,C38662,2025-02-02,368.89,Recovered
COL10752,INV60661,C39420,2025-02-04,0.0,Unrecovered
COL10753,INV64591,C5585,2025-02-07,0.0,Unrecovered
COL10754,INV11307,C7434,2025-02-07,524.09,Recovered
COL10755,INV12506,C8196,2025-02-12,0.0,Unrecovered
COL10756,INV66523,C9008,2025-02-18,526.59,Recovered
COL10757,INV68146,C11888,2025-02-13,342.93,Recovered
COL10758,INV62240,C1340,2025-02-17,6643.31,Recovered
COL10759,INV25065,C16205,2025-02-04,542.78,Recovered
COL10760,INV27697,C17979,2025-02-09,64.34,Recovered
COL10761,INV32995,C21171,2025-02-06,558.34,Recovered
COL10762,INV38424,C24556,2025-02-16,65.69,Recovered
COL10763,INV39483,C25191,2025-01-28,202.42,Recovered
COL10764,INV39741,C25406,2025-02-14,89.55,Recovered
COL10765,INV76468,C27370,2025-02-01,0.0,Unrecovered
COL10766,INV45688,C29460,2025-02-12,426.79,Recovered
COL10767,INV51897,C33393,2025-01-31,0.0,Unrecovered
COL10768,INV80139,C34276,2025-01-27,7318.98,Recovered
COL10769,INV80824,C35900,2025-02-06,0.0,Unrecovered
COL10770,INV56967,C36975,2025-02-10,103.89,Recovered
COL10771,INV60837,C39522,2025-02-04,328.15,Recovered
COL10772,INV70781,C16662,2025-02-16,0.0,Unrecovered
COL10773,INV73275,C21145,2025-01-31,0.0,Unrecovered
COL10774,INV75078,C24497,2025-02-24,484.75,Recovered
COL10775,INV76317,C26987,2025-01-31,0.0,Unrecovered
COL10776,INV43374,C27912,2025-02-13,275.05,Recovered
COL10777,INV76822,C28055,2025-02-11,216.97,Recovered
COL10778,INV77968,C30235,2025-01-29,9678.57,Recovered
COL10779,INV79804,C33206,2025-02-11,5114.74,Recovered
COL10780,INV52183,C33608,2025-02-20,0.0,Unrecovered
COL10781,INV60865,C39537,2025-02-02,245.91,Recovered
COL10782,INV64641,C5611,2025-02-09,0.0,Unrecovered
COL10783,INV1303,C907,2025-02-07,727.27,Recovered
COL10784,INV14963,C9785,2025-02-19,73.59,Recovered
COL10785,INV18481,C11913,2025-01-31,0.0,Unrecovered
COL10786,INV21989,C14348,2025-02-18,0.0,Unrecovered
COL10787,INV70185,C15437,2025-02-16,167.55,Recovered
COL10788,INV28890,C18593,2025-02-02,299.96,Recovered
COL10789,INV30870,C19802,2025-02-17,99.21,Recovered
COL10790,INV31342,C20137,2025-02-09,0.0,Unrecovered
COL10791,INV34297,C22022,2025-02-16,0.0,Unrecovered
COL10792,INV37612,C24120,2025-02-05,0.0,Unrecovered
COL10793,INV75572,C25123,2025-02-23,257.41,Recovered
COL10794,INV40718,C26027,2025-02-20,0.0,Unrecovered
COL10795,INV41208,C26390,2025-02-09,0.0,Unrecovered
COL10796,INV41943,C26893,2025-02-06,0.0,Unrecovered
COL10797,INV77490,C29276,2025-02-10,0.0,Unrecovered
COL10798,INV78860,C31491,2025-02-02,551.31,Recovered
COL10799,INV63285,C3337,2025-02-16,3561.97,Recovered
COL10800,INV52155,C33587,2025-02-12,0.0,Unrecovered
COL10801,INV60199,C39099,2025-02-04,0.0,Unrecovered
COL10802,INV64760,C5966,2025-02-19,0.0,Unrecovered
COL10803,INV64839,C6057,2025-02-20,2596.79,Recovered
COL10804,INV65512,C7154,2025-02-12,0.0,Unrecovered
COL10805,INV15945,C10443,2025-02-15,296.31,Recovered
COL10806,INV67275,C10471,2025-02-02,7501.89,Recovered
COL10807,INV67603,C11222,2025-01-29,6107.86,Recovered
COL10808,INV67879,C11542,2025-02-02,0.0,Unrecovered
COL10809,INV18631,C11999,2025-02-09,0.0,Unrecovered
COL10810,INV20139,C13117,2025-02-24,0.0,Unrecovered
COL10811,INV69954,C15103,2025-02-14,3523.13,Recovered
COL10812,INV69981,C15119,2025-02-02,5915.53,Recovered
COL10813,INV25518,C16474,2025-02-11,227.59,Recovered
COL10814,INV42515,C27369,2025-02-15,112.64,Recovered
COL10815,INV49546,C31905,2025-02-03,287.08,Recovered
COL10816,INV79482,C32547,2025-02-03,0.0,Unrecovered
COL10817,INV52982,C34146,2025-02-15,0.0,Unrecovered
COL10818,INV54293,C35077,2025-02-10,204.44,Recovered
COL10819,INV55631,C36071,2025-02-09,695.8,Recovered
COL10820,INV82087,C38186,2025-02-20,607.77,Recovered
COL10821,INV10717,C7077,2025-01-28,0.0,Unrecovered
COL10822,INV10996,C7262,2025-02-13,0.0,Unrecovered
COL10823,INV67563,C11136,2025-02-01,894.16,Recovered
COL10824,INV1647,C1119,2025-02-23,164.15,Recovered
COL10825,INV17340,C11304,2025-02-05,159.4,Recovered
COL10826,INV68024,C11682,2025-02-02,0.0,Unrecovered
COL10827,INV20327,C13237,2025-02-20,0.0,Unrecovered
COL10828,INV69315,C14113,2025-02-10,0.0,Unrecovered
COL10829,INV25464,C16429,2025-02-13,221.54,Recovered
COL10830,INV62455,C1849,2025-02-01,0.0,Unrecovered
COL10831,INV73255,C21086,2025-02-12,0.0,Unrecovered
COL10832,INV39311,C25092,2025-03-01,0.0,Unrecovered
COL10833,INV44298,C28501,2025-03-01,317.43,Recovered
COL10834,INV44518,C28622,2025-02-13,0.0,Unrecovered
COL10835,INV416,C288,2025-02-14,142.15,Recovered
COL10836,INV53688,C34610,2025-02-20,0.0,Unrecovered
COL10837,INV57940,C37593,2025-02-11,78.62,Recovered
COL10838,INV82241,C38523,2025-02-11,0.0,Unrecovered
COL10839,INV66386,C8810,2025-02-01,8627.9,Recovered
COL10840,INV66713,C9395,2025-02-26,225.36,Recovered
COL10841,INV67097,C10083,2025-02-04,6939.29,Recovered
COL10842,INV67579,C11159,2025-02-15,0.0,Unrecovered
COL10843,INV19905,C12951,2025-02-22,0.0,Unrecovered
COL10844,INV2201,C1400,2025-02-09,200.78,Recovered
COL10845,INV71214,C17704,2025-01-31,0.0,Unrecovered
COL10846,INV29119,C18718,2025-02-09,298.3,Recovered
COL10847,INV32541,C20870,2025-02-20,401.61,Recovered
COL10848,INV74237,C23162,2025-02-03,0.0,Unrecovered
COL10849,INV75868,C25654,2025-02-14,3403.36,Recovered
COL10850,INV76239,C26833,2025-02-19,0.0,Unrecovered
COL10851,INV76612,C27657,2025-02-16,2069.0,Recovered
COL10852,INV44349,C28526,2025-02-07,387.94,Recovered
COL10853,INV46274,C29818,2025-02-11,0.0,Unrecovered
COL10854,INV49870,C32089,2025-02-24,231.69,Recovered
COL10855,INV63320,C3364,2025-02-14,0.0,Unrecovered
COL10856,INV63414,C3470,2025-02-11,0.0,Unrecovered
COL10857,INV61662,C359,2025-02-07,985.99,Recovered
COL10858,INV56374,C36545,2025-02-09,0.0,Unrecovered
COL10859,INV58400,C37882,2025-02-04,0.0,Unrecovered
COL10860,INV60967,C39586,2025-02-24,0.0,Unrecovered
COL10861,INV64186,C5066,2025-01-29,0.0,Unrecovered
COL10862,INV7814,C5163,2025-02-04,231.86,Recovered
COL10863,INV64651,C5639,2025-02-12,526.17,Recovered
COL10864,INV61930,C835,2025-01-31,0.0,Unrecovered
COL10865,INV18379,C11853,2025-02-10,0.0,Unrecovered
COL10866,INV68623,C12729,2025-02-13,405.58,Recovered
COL10867,INV23908,C15427,2025-02-02,303.44,Recovered
COL10868,INV28823,C18540,2025-02-22,165.61,Recovered
COL10869,INV30356,C19429,2025-02-27,147.32,Recovered
COL10870,INV72535,C19734,2025-02-19,355.58,Recovered
COL10871,INV33363,C21375,2025-02-13,271.77,Recovered
COL10872,INV34689,C22259,2025-02-26,0.0,Unrecovered
COL10873,INV74176,C22976,2025-02-27,2319.63,Recovered
COL10874,INV74660,C23860,2025-02-11,0.0,Unrecovered
COL10875,INV40549,C25926,2025-02-08,335.33,Recovered
COL10876,INV42739,C27501,2025-02-07,870.33,Recovered
COL10877,INV44283,C28486,2025-02-13,338.98,Recovered
COL10878,INV44460,C28587,2025-02-21,0.0,Unrecovered
COL10879,INV77288,C28990,2025-03-04,0.0,Unrecovered
COL10880,INV63068,C2913,2025-02-19,0.0,Unrecovered
COL10881,INV78663,C31294,2025-02-04,892.78,Recovered
COL10882,INV78977,C31731,2025-02-21,3899.41,Recovered
COL10883,INV79148,C31962,2025-02-16,0.0,Unrecovered
COL10884,INV82196,C38425,2025-03-02,0.0,Unrecovered
COL10885,INV5881,C3886,2025-02-12,0.0,Unrecovered
COL10886,INV8202,C5367,2025-02-08,0.0,Unrecovered
COL10887,INV11021,C7287,2025-02-01,240.35,Recovered
COL10888,INV67827,C11520,2025-02-01,0.0,Unrecovered
COL10889,INV68907,C13341,2025-02-15,0.0,Unrecovered
COL10890,INV21177,C13789,2025-02-18,118.29,Recovered
COL10891,INV70143,C15375,2025-02-12,0.0,Unrecovered
COL10892,INV27465,C17804,2025-02-02,479.23,Recovered
COL10893,INV29131,C18720,2025-02-08,0.0,Unrecovered
COL10894,INV72355,C19450,2025-02-28,0.0,Unrecovered
COL10895,INV76136,C26588,2025-02-19,3218.02,Recovered
COL10896,INV77453,C29259,2025-02-04,612.56,Recovered
COL10897,INV77896,C30187,2025-02-19,6490.43,Recovered
COL10898,INV78212,C30629,2025-02-16,0.0,Unrecovered
COL10899,INV81775,C37535,2025-02-16,630.7,Recovered
COL10900,INV63604,C3862,2025-02-22,3815.26,Recovered
COL10901,INV7686,C5071,2025-02-08,0.0,Unrecovered
COL10902,INV65708,C7516,2025-02-24,0.0,Unrecovered
COL10903,INV12136,C7971,2025-02-09,0.0,Unrecovered
COL10904,INV14775,C9694,2025-02-11,0.0,Unrecovered
COL10905,INV68679,C12891,2025-02-12,2811.09,Recovered
COL10906,INV69993,C15139,2025-02-10,0.0,Unrecovered
COL10907,INV70985,C17103,2025-02-09,194.82,Recovered
COL10908,INV28333,C18301,2025-02-14,0.0,Unrecovered
COL10909,INV71994,C18952,2025-02-24,563.09,Recovered
COL10910,INV72176,C19217,2025-02-17,1737.26,Recovered
COL10911,INV30433,C19506,2025-02-15,0.0,Unrecovered
COL10912,INV76346,C27088,2025-02-25,334.85,Recovered
COL10913,INV80607,C35267,2025-02-14,0.0,Unrecovered
COL10914,INV57117,C37068,2025-02-17,100.96,Recovered
COL10915,INV60621,C39386,2025-02-11,379.99,Recovered
COL10916,INV6328,C4177,2025-02-21,0.0,Unrecovered
COL10917,INV64946,C6244,2025-02-20,0.0,Unrecovered
COL10918,INV66236,C8481,2025-02-09,4724.21,Recovered
COL10919,INV67375,C10702,2025-02-13,984.49,Recovered
COL10920,INV62082,C1102,2025-02-16,0.0,Unrecovered
COL10921,INV69088,C13640,2025-02-27,4180.71,Recovered
COL10922,INV70565,C16111,2025-02-25,0.0,Unrecovered
COL10923,INV29552,C18937,2025-02-04,377.83,Recovered
COL10924,INV34003,C21817,2025-02-28,152.48,Recovered
COL10925,INV43062,C27692,2025-02-13,387.29,Recovered
COL10926,INV44092,C28395,2025-02-24,182.04,Recovered
COL10927,INV80073,C33973,2025-02-15,0.0,Unrecovered
COL10928,INV487,C353,2025-02-15,281.32,Recovered
COL10929,INV59778,C38756,2025-02-26,95.28,Recovered
COL10930,INV60172,C39075,2025-02-04,631.17,Recovered
COL10931,INV16350,C10681,2025-02-16,0.0,Unrecovered
COL10932,INV67626,C11261,2025-02-12,9723.27,Recovered
COL10933,INV25665,C16563,2025-02-27,0.0,Unrecovered
COL10934,INV26161,C16932,2025-02-14,0.0,Unrecovered
COL10935,INV62594,C2084,2025-02-12,5996.12,Recovered
COL10936,INV3761,C2433,2025-02-07,918.74,Recovered
COL10937,INV40504,C25902,2025-02-21,378.65,Recovered
COL10938,INV4189,C2720,2025-02-16,225.06,Recovered
COL10939,INV77301,C28993,2025-02-11,0.0,Unrecovered
COL10940,INV49361,C31819,2025-03-05,71.36,Recovered
COL10941,INV51702,C33256,2025-02-23,0.0,Unrecovered
COL10942,INV52816,C34024,2025-02-26,89.13,Recovered
COL10943,INV80619,C35327,2025-02-11,455.33,Recovered
COL10944,INV80630,C35396,2025-03-05,626.55,Recovered
COL10945,INV80960,C36161,2025-02-06,0.0,Unrecovered
COL10946,INV57352,C37237,2025-02-10,779.44,Recovered
COL10947,INV59985,C38932,2025-02-27,0.0,Unrecovered
COL10948,INV60902,C39562,2025-02-04,235.52,Recovered
COL10949,INV63692,C3981,2025-02-27,0.0,Unrecovered
COL10950,INV777,C544,2025-02-15,876.13,Recovered
COL10951,INV65887,C7808,2025-02-28,4319.79,Recovered
COL10952,INV16568,C10808,2025-02-19,316.86,Recovered
COL10953,INV17670,C11477,2025-02-21,565.44,Recovered
COL10954,INV22720,C14702,2025-02-18,871.33,Recovered
COL10955,INV70042,C15257,2025-02-14,0.0,Unrecovered
COL10956,INV73075,C20769,2025-02-12,705.58,Recovered
COL10957,INV75106,C24537,2025-02-12,4672.49,Recovered
COL10958,INV75651,C25280,2025-02-21,400.42,Recovered
COL10959,INV44109,C28399,2025-02-17,0.0,Unrecovered
COL10960,INV63089,C2993,2025-02-10,0.0,Unrecovered
COL10961,INV82373,C38702,2025-02-15,908.05,Recovered
COL10962,INV82990,C39982,2025-02-11,706.92,Recovered
COL10963,INV6390,C4236,2025-03-08,212.78,Recovered
COL10964,INV6873,C4527,2025-03-03,0.0,Unrecovered
COL10965,INV10377,C6864,2025-02-06,347.14,Recovered
COL10966,INV15471,C10138,2025-03-07,186.25,Recovered
COL10967,INV24034,C15517,2025-02-19,825.57,Recovered
COL10968,INV70251,C15538,2025-02-16,0.0,Unrecovered
COL10969,INV70579,C16125,2025-02-20,0.0,Unrecovered
COL10970,INV2535,C1655,2025-03-03,403.49,Recovered
COL10971,INV73263,C21125,2025-02-25,0.0,Unrecovered
COL10972,INV73582,C21782,2025-02-08,0.0,Unrecovered
COL10973,INV34711,C22267,2025-02-18,415.59,Recovered
COL10974,INV75039,C24478,2025-02-20,3610.35,Recovered
COL10975,INV75788,C25551,2025-02-09,0.0,Unrecovered
COL10976,INV76983,C28566,2025-02-15,338.06,Recovered
COL10977,INV63560,C3734,2025-03-09,453.65,Recovered
COL10978,INV61720,C468,2025-02-24,278.1,Recovered
COL10979,INV64337,C5258,2025-03-03,0.0,Unrecovered
COL10980,INV62642,C2136,2025-03-06,0.0,Unrecovered
COL10981,INV76591,C27562,2025-02-24,1661.46,Recovered
COL10982,INV49504,C31890,2025-03-05,0.0,Unrecovered
COL10983,INV79828,C33292,2025-03-05,3842.21,Recovered
COL10984,INV80878,C35945,2025-02-18,4590.85,Recovered
COL10985,INV64267,C5153,2025-02-14,0.0,Unrecovered
COL10986,INV15335,C10071,2025-02-21,328.93,Recovered
COL10987,INV17418,C11329,2025-02-20,0.0,Unrecovered
COL10988,INV70172,C15401,2025-02-24,522.31,Recovered
COL10989,INV70840,C16734,2025-02-21,207.9,Recovered
COL10990,INV71959,C18923,2025-02-13,0.0,Unrecovered
COL10991,INV3057,C1938,2025-03-05,0.0,Unrecovered
COL10992,INV33794,C21708,2025-02-25,96.65,Recovered
COL10993,INV78053,C30438,2025-02-13,6126.4,Recovered
COL10994,INV81317,C36780,2025-02-25,3237.91,Recovered
COL10995,INV9958,C6540,2025-02-16,0.0,Unrecovered
COL10996,INV69218,C13937,2025-02-19,0.0,Unrecovered
COL10997,INV27685,C17978,2025-02-09,286.96,Recovered
COL10998,INV73817,C22335,2025-02-19,0.0,Unrecovered
COL10999,INV74958,C24287,2025-03-05,445.41,Recovered
COL11000,INV75807,C25562,2025-02-27,2516.75,Recovered
COL11001,INV41703,C26714,2025-03-02,155.77,Recovered
COL11002,INV77850,C30118,2025-02-27,6376.86,Recovered
COL11003,INV50947,C32780,2025-02-28,0.0,Unrecovered
COL11004,INV79639,C32820,2025-03-03,323.4,Recovered
COL11005,INV65438,C7030,2025-02-18,2820.77,Recovered
COL11006,INV65786,C7647,2025-02-20,331.8,Recovered
COL11007,INV66652,C9320,2025-02-23,291.55,Recovered
COL11008,INV66850,C9589,2025-02-25,0.0,Unrecovered
COL11009,INV1931,C1248,2025-03-04,0.0,Unrecovered
COL11010,INV21131,C13775,2025-03-04,0.0,Unrecovered
COL11011,INV31238,C20013,2025-02-23,52.01,Recovered
COL11012,INV73023,C20682,2025-02-26,0.0,Unrecovered
COL11013,INV75399,C24950,2025-03-02,3251.54,Recovered
COL11014,INV44332,C28514,2025-02-21,329.5,Recovered
COL11015,INV64660,C5660,2025-02-26,0.0,Unrecovered
COL11016,INV67554,C11119,2025-02-28,358.17,Recovered
COL11017,INV37227,C23851,2025-03-06,534.5,Recovered
COL11018,INV38514,C24619,2025-03-04,70.37,Recovered
COL11019,INV75701,C25346,2025-02-28,483.5,Recovered
COL11020,INV75969,C25933,2025-02-23,0.0,Unrecovered
COL11021,INV76904,C28299,2025-03-04,257.15,Recovered
COL11022,INV77574,C29401,2025-03-07,1916.09,Recovered
COL11023,INV5020,C3297,2025-02-22,296.68,Recovered
COL11024,INV80901,C36032,2025-03-06,264.42,Recovered
COL11025,INV10033,C6611,2025-03-08,228.44,Recovered
COL11026,INV65648,C7444,2025-02-13,0.0,Unrecovered
COL11027,INV13136,C8624,2025-02-21,393.02,Recovered
COL11028,INV66322,C8664,2025-03-03,424.49,Recovered
COL11029,INV66488,C8940,2025-03-01,0.0,Unrecovered
COL11030,INV66700,C9381,2025-03-08,4939.14,Recovered
COL11031,INV68266,C12076,2025-02-19,7444.69,Recovered
COL11032,INV68438,C12363,2025-02-24,190.38,Recovered
COL11033,INV69761,C14824,2025-02-19,639.66,Recovered
COL11034,INV70412,C15850,2025-03-04,287.18,Recovered
COL11035,INV25811,C16661,2025-02-21,640.46,Recovered
COL11036,INV72860,C20450,2025-02-20,628.16,Recovered
COL11037,INV75367,C24932,2025-02-27,0.0,Unrecovered
COL11038,INV79714,C33040,2025-02-18,200.93,Recovered
COL11039,INV80428,C35108,2025-03-09,215.74,Recovered
COL11040,INV82485,C38900,2025-03-10,2623.82,Recovered
COL11041,INV64195,C5073,2025-03-13,394.03,Recovered
COL11042,INV69343,C14159,2025-02-18,0.0,Unrecovered
COL11043,INV69538,C14498,2025-02-18,0.0,Unrecovered
COL11044,INV74383,C23340,2025-02-22,0.0,Unrecovered
COL11045,INV74421,C23411,2025-03-05,2886.34,Recovered
COL11046,INV62831,C2531,2025-02-18,0.0,Unrecovered
COL11047,INV76455,C27364,2025-03-01,3018.53,Recovered
COL11048,INV63140,C3079,2025-02-27,403.92,Recovered
COL11049,INV78714,C31337,2025-02-25,9928.82,Recovered
COL11050,INV78812,C31441,2025-03-10,2959.06,Recovered
COL11051,INV81009,C36213,2025-03-08,3318.91,Recovered
COL11052,INV55982,C36272,2025-02-22,0.0,Unrecovered
COL11053,INV67039,C9990,2025-03-03,392.07,Recovered
COL11054,INV69640,C14641,2025-03-08,3807.37,Recovered
COL11055,INV71561,C18279,2025-03-08,4048.31,Recovered
COL11056,INV78797,C31438,2025-03-04,2869.76,Recovered
COL11057,INV79258,C32130,2025-03-07,0.0,Unrecovered
COL11058,INV79913,C33466,2025-02-25,531.44,Recovered
COL11059,INV81020,C36281,2025-03-04,3952.02,Recovered
COL11060,INV65141,C6554,2025-02-23,218.48,Recovered
COL11061,INV14326,C9431,2025-02-14,0.0,Unrecovered
COL11062,INV69595,C14591,2025-03-03,4728.99,Recovered
COL11063,INV76067,C26370,2025-03-13,0.0,Unrecovered
COL11064,INV80492,C35186,2025-02-20,6107.21,Recovered
COL11065,INV65728,C7537,2025-03-13,494.31,Recovered
COL11066,INV68153,C11916,2025-03-13,0.0,Unrecovered
COL11067,INV72667,C20144,2025-03-15,3303.82,Recovered
COL11068,INV73411,C21571,2025-03-07,5543.23,Recovered
COL11069,INV73906,C22476,2025-02-24,0.0,Unrecovered
COL11070,INV74073,C22752,2025-02-23,0.0,Unrecovered
COL11071,INV63124,C3071,2025-03-05,0.0,Unrecovered
COL11072,INV67017,C9920,2025-03-02,1631.56,Recovered
COL11073,INV67191,C10293,2025-02-26,0.0,Unrecovered
COL11074,INV68633,C12783,2025-03-02,192.6,Recovered
COL11075,INV69101,C13647,2025-03-12,2979.13,Recovered
COL11076,INV70220,C15474,2025-03-12,0.0,Unrecovered
COL11077,INV76292,C26967,2025-03-02,4791.05,Recovered
COL11078,INV78452,C31035,2025-02-28,469.11,Recovered
COL11079,INV79774,C33120,2025-03-01,2247.35,Recovered
COL11080,INV63460,C3587,2025-02-23,0.0,Unrecovered
COL11081,INV81791,C37600,2025-02-24,3540.59,Recovered
COL11082,INV64414,C5400,2025-02-25,627.54,Recovered
COL11083,INV64507,C5514,2025-03-10,363.92,Recovered
COL11084,INV61591,C60,2025-02-25,0.0,Unrecovered
COL11085,INV67533,C11041,2025-03-14,480.72,Recovered
COL11086,INV71323,C17909,2025-02-18,0.0,Unrecovered
COL11087,INV71393,C18023,2025-03-13,0.0,Unrecovered
COL11088,INV71441,C18094,2025-03-06,0.0,Unrecovered
COL11089,INV71862,C18815,2025-02-25,0.0,Unrecovered
COL11090,INV73014,C20663,2025-03-17,0.0,Unrecovered
COL11091,INV74396,C23360,2025-03-07,458.97,Recovered
COL11092,INV78616,C31225,2025-02-19,0.0,Unrecovered
COL11093,INV81597,C37307,2025-02-21,807.99,Recovered
COL11094,INV61855,C706,2025-03-02,693.24,Recovered
COL11095,INV61964,C859,2025-02-19,9133.76,Recovered
COL11096,INV67727,C11418,2025-02-28,5744.68,Recovered
COL11097,INV68248,C12046,2025-02-22,593.36,Recovered
COL11098,INV70063,C15279,2025-02-23,5417.81,Recovered
COL11099,INV70998,C17132,2025-03-02,0.0,Unrecovered
COL11100,INV71358,C17950,2025-02-20,0.0,Unrecovered
COL11101,INV72596,C19873,2025-03-04,4525.49,Recovered
COL11102,INV72774,C20360,2025-03-05,0.0,Unrecovered
COL11103,INV73328,C21290,2025-03-10,2817.54,Recovered
COL11104,INV75754,C25435,2025-03-20,515.02,Recovered
COL11105,INV80188,C34363,2025-03-17,0.0,Unrecovered
COL11106,INV82775,C39561,2025-03-03,224.39,Recovered
COL11107,INV82870,C39824,2025-03-07,0.0,Unrecovered
COL11108,INV65179,C6598,2025-02-28,795.75,Recovered
COL11109,INV67976,C11630,2025-03-07,0.0,Unrecovered
COL11110,INV69116,C13649,2025-03-14,0.0,Unrecovered
COL11111,INV72226,C19275,2025-03-10,222.79,Recovered
COL11112,INV72904,C20503,2025-02-21,569.19,Recovered
COL11113,INV75224,C24687,2025-03-12,0.0,Unrecovered
COL11114,INV61618,C263,2025-02-26,0.0,Unrecovered
COL11115,INV80405,C34982,2025-02-20,8846.73,Recovered
COL11116,INV69197,C13862,2025-03-06,5962.61,Recovered
COL11117,INV71591,C18302,2025-03-08,0.0,Unrecovered
COL11118,INV72679,C20145,2025-03-03,0.0,Unrecovered
COL11119,INV76555,C27483,2025-02-24,0.0,Unrecovered
COL11120,INV77143,C28851,2025-03-03,791.85,Recovered
COL11121,INV78131,C30547,2025-03-11,5048.77,Recovered
COL11122,INV79018,C31773,2025-03-06,275.64,Recovered
COL11123,INV79676,C33018,2025-03-20,0.0,Unrecovered
COL11124,INV82216,C38454,2025-03-09,0.0,Unrecovered
COL11125,INV65658,C7450,2025-02-24,0.0,Unrecovered
COL11126,INV67168,C10251,2025-03-21,0.0,Unrecovered
COL11127,INV62226,C1315,2025-02-22,6158.59,Recovered
COL11128,INV72418,C19610,2025-03-18,232.26,Recovered
COL11129,INV78767,C31399,2025-03-13,0.0,Unrecovered
COL11130,INV79503,C32593,2025-03-03,0.0,Unrecovered
COL11131,INV80302,C34571,2025-03-04,7342.76,Recovered
COL11132,INV65674,C7483,2025-03-20,403.61,Recovered
COL11133,INV67913,C11579,2025-02-27,7288.66,Recovered
COL11134,INV71010,C17154,2025-03-24,0.0,Unrecovered
COL11135,INV71919,C18898,2025-03-06,6233.01,Recovered
COL11136,INV73472,C21602,2025-03-05,170.61,Recovered
COL11137,INV63208,C3194,2025-03-14,338.47,Recovered
COL11138,INV80035,C33905,2025-03-09,0.0,Unrecovered
COL11139,INV80883,C35987,2025-02-23,8939.53,Recovered
COL11140,INV81106,C36431,2025-03-04,847.22,Recovered
COL11141,INV65383,C6934,2025-02-24,0.0,Unrecovered
COL11142,INV68983,C13491,2025-02-24,909.49,Recovered
COL11143,INV62793,C2441,2025-03-12,0.0,Unrecovered
COL11144,INV77914,C30205,2025-03-05,232.28,Recovered
COL11145,INV78393,C30936,2025-03-10,601.2,Recovered
COL11146,INV78740,C31367,2025-03-10,3885.06,Recovered
COL11147,INV79805,C33206,2025-03-09,0.0,Unrecovered
COL11148,INV81979,C37929,2025-03-08,4542.03,Recovered
COL11149,INV64592,C5585,2025-03-02,0.0,Unrecovered
COL11150,INV61877,C721,2025-03-19,1621.46,Recovered
COL11151,INV65909,C7874,2025-03-19,410.11,Recovered
COL11152,INV66140,C8272,2025-03-18,1908.37,Recovered
COL11153,INV66309,C8651,2025-03-12,3282.93,Recovered
COL11154,INV66496,C8989,2025-03-17,2495.19,Recovered
COL11155,INV74057,C22747,2025-03-10,0.0,Unrecovered
COL11156,INV62912,C2598,2025-03-04,971.61,Recovered
COL11157,INV82919,C39900,2025-03-09,4848.21,Recovered
COL11158,INV65993,C8023,2025-03-04,0.0,Unrecovered
COL11159,INV66043,C8065,2025-03-15,0.0,Unrecovered
COL11160,INV67397,C10729,2025-03-11,0.0,Unrecovered
COL11161,INV69651,C14645,2025-03-18,0.0,Unrecovered
COL11162,INV71025,C17202,2025-02-26,0.0,Unrecovered
COL11163,INV72332,C19443,2025-02-26,0.0,Unrecovered
COL11164,INV76810,C28040,2025-03-06,6603.35,Recovered
COL11165,INV77600,C29464,2025-03-04,928.46,Recovered
COL11166,INV78079,C30475,2025-03-18,0.0,Unrecovered
COL11167,INV80140,C34276,2025-02-25,6287.74,Recovered
COL11168,INV66524,C9008,2025-02-27,555.63,Recovered
COL11169,INV61988,C901,2025-03-22,321.93,Recovered
COL11170,INV67257,C10386,2025-03-13,532.31,Recovered
COL11171,INV67663,C11350,2025-03-15,0.0,Unrecovered
COL11172,INV70071,C15290,2025-03-14,0.0,Unrecovered
COL11173,INV70186,C15437,2025-03-09,273.59,Recovered
COL11174,INV71432,C18055,2025-03-16,0.0,Unrecovered
