subscription_id,event_type,month,plan_id,start_month,end_month
S4881,downgrade,6.0,BM,,
S4882,downgrade,9.0,BM,,
S4887,pause,,,4.0,5.0
S4894,pause,,,3.0,5.0
S4895,pause,,,3.0,4.0
S4898,downgrade,9.0,BM,,
S4901,downgrade,3.0,BM,,
S4903,downgrade,5.0,BM,,
S4904,downgrade,4.0,BM,,
S4905,downgrade,8.0,BM,,
S4908,pause,,,7.0,9.0
S4909,downgrade,5.0,BM,,
S4910,pause,,,5.0,7.0
S4914,downgrade,9.0,BM,,
S4915,downgrade,9.0,BM,,
S4915,pause,,,6.0,8.0
S4920,downgrade,9.0,BM,,
S4921,downgrade,4.0,BM,,
S4921,cancel,10.0,,,
S4922,cancel,11.0,,,
S4923,pause,,,3.0,4.0
S4924,downgrade,5.0,BM,,
S4929,downgrade,6.0,BM,,
S4929,pause,,,4.0,6.0
S4934,cancel,7.0,,,
S4938,downgrade,8.0,BM,,
S4939,cancel,7.0,,,
S4940,cancel,6.0,,,
S4942,cancel,9.0,,,
S4943,downgrade,9.0,BM,,
S4946,downgrade,7.0,BM,,
S4947,pause,,,5.0,7.0
S4949,downgrade,5.0,BM,,
S4952,cancel,10.0,,,
S4954,downgrade,4.0,BM,,
S4956,pause,,,5.0,7.0
S4957,downgrade,3.0,BM,,
S4958,cancel,11.0,,,
S4960,downgrade,6.0,BM,,
S4960,pause,,,3.0,4.0
S4961,pause,,,3.0,4.0
S4962,downgrade,6.0,BM,,
S4963,pause,,,3.0,4.0
S4964,downgrade,6.0,BM,,
S4964,cancel,9.0,,,
S4965,cancel,5.0,,,
S4966,pause,,,3.0,5.0
S4967,pause,,,4.0,5.0
S4968,downgrade,8.0,BM,,
S4968,pause,,,5.0,7.0
S4969,cancel,8.0,,,
S4979,cancel,8.0,,,
S4981,cancel,11.0,,,
S4984,downgrade,3.0,BM,,
S4984,pause,,,4.0,6.0
S4986,downgrade,7.0,BM,,
S4986,pause,,,3.0,5.0
S4988,cancel,8.0,,,
S4989,cancel,5.0,,,
S4993,cancel,11.0,,,
S4998,pause,,,3.0,5.0
S4999,cancel,9.0,,,
S5004,downgrade,3.0,BM,,
S5005,cancel,6.0,,,
S5007,downgrade,9.0,BM,,
S5008,downgrade,7.0,BM,,
S5009,downgrade,3.0,BM,,
S5010,pause,,,3.0,4.0
S5010,cancel,7.0,,,
S5012,pause,,,6.0,7.0
S5017,downgrade,6.0,BM,,
S5019,downgrade,3.0,BM,,
S5021,pause,,,3.0,5.0
S5022,pause,,,3.0,5.0
S5023,downgrade,4.0,BM,,
S5026,pause,,,5.0,7.0
S5027,pause,,,3.0,5.0
S5028,pause,,,6.0,8.0
S5029,downgrade,7.0,BM,,
S5030,downgrade,4.0,BM,,
S5032,cancel,8.0,,,
S5034,pause,,,6.0,8.0
S5037,cancel,9.0,,,
S5038,pause,,,7.0,8.0
S5040,downgrade,7.0,BM,,
S5040,cancel,10.0,,,
S5041,cancel,11.0,,,
S5042,pause,,,6.0,7.0
S5043,downgrade,4.0,BM,,
S5047,pause,,,4.0,6.0
S5051,downgrade,3.0,BM,,
S5054,pause,,,7.0,8.0
S5054,cancel,6.0,,,
S5056,cancel,7.0,,,
S5057,downgrade,4.0,BM,,
S5058,pause,,,7.0,9.0
S5059,downgrade,3.0,BM,,
S5060,pause,,,6.0,8.0
S5061,downgrade,4.0,BM,,
S5062,downgrade,7.0,BM,,
S5064,downgrade,9.0,BM,,
S5066,cancel,8.0,,,
S5071,downgrade,5.0,BM,,
S5073,pause,,,3.0,5.0
S5073,cancel,5.0,,,
S5076,downgrade,3.0,BM,,
S5077,downgrade,3.0,BM,,
S5078,downgrade,5.0,BM,,
S5079,downgrade,9.0,BM,,
S5081,downgrade,4.0,BM,,
S5083,downgrade,4.0,BM,,
S5084,downgrade,8.0,BM,,
S5085,pause,,,3.0,5.0
S5093,pause,,,4.0,5.0
S5095,pause,,,7.0,8.0
S5096,downgrade,5.0,BM,,
S5107,pause,,,3.0,4.0
S5113,cancel,9.0,,,
S5118,downgrade,8.0,BM,,
S5118,cancel,9.0,,,
S5121,downgrade,9.0,BM,,
S5121,pause,,,5.0,7.0
S5123,cancel,11.0,,,
S5125,pause,,,7.0,8.0
S5128,pause,,,5.0,6.0
S5132,pause,,,6.0,8.0
S5135,pause,,,3.0,5.0
S5139,downgrade,4.0,BM,,
S5141,pause,,,4.0,6.0
S5146,downgrade,7.0,BM,,
S5149,downgrade,9.0,BM,,
S5151,cancel,9.0,,,
S5152,pause,,,3.0,5.0
S5153,cancel,5.0,,,
S5156,downgrade,7.0,BM,,
S5159,downgrade,5.0,BM,,
S5161,pause,,,6.0,8.0
S5162,downgrade,9.0,BM,,
S5167,pause,,,6.0,8.0
S5172,pause,,,5.0,6.0
S5172,cancel,6.0,,,
S5178,cancel,6.0,,,
S5182,downgrade,3.0,BM,,
S5187,pause,,,7.0,9.0
S5190,cancel,10.0,,,
S5192,downgrade,4.0,BM,,
S5192,cancel,8.0,,,
S5193,pause,,,4.0,5.0
S5193,cancel,6.0,,,
S5195,cancel,8.0,,,
S5196,pause,,,4.0,5.0
S5198,downgrade,5.0,BM,,
S5199,cancel,5.0,,,
S5201,downgrade,9.0,BM,,
S5205,pause,,,4.0,6.0
S5206,downgrade,9.0,BM,,
S5207,pause,,,6.0,7.0
S5211,pause,,,4.0,6.0
S5214,downgrade,5.0,BM,,
S5217,downgrade,6.0,BM,,
S5220,downgrade,5.0,BM,,
S5220,pause,,,7.0,8.0
S5222,downgrade,3.0,BM,,
S5226,downgrade,4.0,BM,,
S5230,downgrade,5.0,BM,,
S5230,pause,,,6.0,8.0
S5231,downgrade,3.0,BM,,
S5232,pause,,,3.0,4.0
S5232,cancel,7.0,,,
S5235,downgrade,5.0,BM,,
S5237,downgrade,8.0,BM,,
S5238,downgrade,9.0,BM,,
S5239,downgrade,5.0,BM,,
S5240,downgrade,8.0,BM,,
S5243,downgrade,6.0,BM,,
S5245,cancel,5.0,,,
S5246,downgrade,4.0,BM,,
S5246,pause,,,3.0,4.0
S5247,downgrade,4.0,BM,,
S5247,pause,,,7.0,8.0
S5250,downgrade,9.0,BM,,
S5250,cancel,10.0,,,
S5252,downgrade,7.0,BM,,
S5255,downgrade,5.0,BM,,
S5258,downgrade,3.0,BM,,
S5262,downgrade,4.0,BM,,
S5262,pause,,,4.0,6.0
S5265,downgrade,4.0,BM,,
S5265,pause,,,7.0,9.0
S5266,downgrade,3.0,BM,,
S5266,cancel,8.0,,,
S5267,downgrade,6.0,BM,,
S5269,pause,,,4.0,6.0
S5270,pause,,,7.0,8.0
S5274,downgrade,7.0,BM,,
S5280,cancel,5.0,,,
S5282,downgrade,3.0,BM,,
S5284,pause,,,6.0,7.0
S5289,downgrade,5.0,BM,,
S5289,cancel,8.0,,,
S5290,pause,,,5.0,7.0
S5291,pause,,,3.0,4.0
S5295,downgrade,9.0,BM,,
S5296,pause,,,3.0,4.0
S5297,pause,,,3.0,5.0
S5298,downgrade,5.0,BM,,
S5299,cancel,10.0,,,
S5302,downgrade,9.0,BM,,
S5302,pause,,,5.0,6.0
S5305,downgrade,8.0,BM,,
S5306,pause,,,4.0,5.0
S5307,downgrade,9.0,BM,,
S5313,pause,,,6.0,8.0
S5314,cancel,6.0,,,
S5316,pause,,,5.0,6.0
S5319,downgrade,3.0,BM,,
S5322,downgrade,3.0,BM,,
S5327,downgrade,9.0,BM,,
S5329,cancel,9.0,,,
S5331,cancel,10.0,,,
S5333,downgrade,5.0,BM,,
S5336,pause,,,6.0,7.0
S5338,downgrade,7.0,BM,,
S5343,cancel,7.0,,,
S5344,downgrade,3.0,BM,,
S5345,cancel,10.0,,,
S5347,pause,,,7.0,9.0
S5349,cancel,10.0,,,
S5350,pause,,,6.0,8.0
S5351,cancel,11.0,,,
S5352,downgrade,3.0,BM,,
S5357,pause,,,5.0,7.0
S5358,pause,,,3.0,5.0
S5361,downgrade,9.0,BM,,
S5361,pause,,,7.0,9.0
S5363,pause,,,7.0,8.0
S5367,pause,,,7.0,9.0
S5373,pause,,,4.0,5.0
S5377,cancel,8.0,,,
S5378,downgrade,8.0,BM,,
S5378,pause,,,6.0,8.0
S5380,pause,,,7.0,9.0
S5381,pause,,,3.0,4.0
S5385,pause,,,5.0,6.0
S5390,downgrade,8.0,BM,,
S5391,pause,,,3.0,4.0
S5393,downgrade,7.0,BM,,
S5394,downgrade,4.0,BM,,
S5398,cancel,11.0,,,
S5400,pause,,,7.0,8.0
S5402,cancel,5.0,,,
S5405,downgrade,3.0,BM,,
S5410,cancel,8.0,,,
S5420,downgrade,4.0,BM,,
S5420,pause,,,6.0,7.0
S5422,downgrade,5.0,BM,,
S5423,cancel,9.0,,,
S5424,pause,,,4.0,5.0
S5426,downgrade,6.0,BM,,
S5429,pause,,,7.0,9.0
S5430,cancel,7.0,,,
S5438,downgrade,5.0,BM,,
S5438,pause,,,6.0,7.0
S5440,pause,,,6.0,8.0
S5446,cancel,5.0,,,
S5447,pause,,,7.0,9.0
S5449,downgrade,8.0,BM,,
S5449,pause,,,4.0,6.0
S5450,pause,,,5.0,6.0
S5456,downgrade,7.0,BM,,
S5456,pause,,,7.0,9.0
S5457,downgrade,5.0,BM,,
S5457,cancel,11.0,,,
S5458,pause,,,4.0,5.0
S5461,pause,,,6.0,8.0
S5463,pause,,,3.0,5.0
S5464,pause,,,6.0,8.0
S5466,pause,,,3.0,5.0
S5468,downgrade,9.0,BM,,
S5471,pause,,,7.0,8.0
S5476,downgrade,8.0,BM,,
S5476,pause,,,4.0,6.0
S5477,pause,,,4.0,6.0
S5478,downgrade,8.0,BM,,
S5479,downgrade,7.0,BM,,
S5479,pause,,,6.0,7.0
S5480,downgrade,7.0,BM,,
S5480,pause,,,4.0,5.0
S5482,downgrade,7.0,BM,,
S5483,pause,,,4.0,5.0
S5484,downgrade,4.0,BM,,
S5485,downgrade,6.0,BM,,
S5490,cancel,7.0,,,
S5491,downgrade,7.0,BM,,
S5492,downgrade,8.0,BM,,
S5495,cancel,6.0,,,
S5500,pause,,,3.0,4.0
S5500,cancel,9.0,,,
S5501,downgrade,4.0,BM,,
S5503,pause,,,5.0,6.0
S5504,pause,,,3.0,5.0
S5507,pause,,,4.0,6.0
S5510,pause,,,5.0,7.0
S5511,downgrade,9.0,BM,,
S5512,downgrade,5.0,BM,,
S5513,downgrade,8.0,BM,,
S5514,downgrade,4.0,BM,,
S5517,downgrade,7.0,BM,,
S5517,cancel,10.0,,,
S5518,downgrade,7.0,BM,,
S5519,downgrade,5.0,BM,,
S5520,downgrade,7.0,BM,,
S5520,pause,,,5.0,6.0
S5521,cancel,5.0,,,
S5525,pause,,,5.0,7.0
S5528,downgrade,6.0,BM,,
S5528,pause,,,3.0,4.0
S5529,downgrade,5.0,BM,,
S5531,cancel,6.0,,,
S5537,pause,,,5.0,7.0
S5540,downgrade,6.0,BM,,
S5543,downgrade,6.0,BM,,
S5544,downgrade,7.0,BM,,
S5544,pause,,,6.0,7.0
S5545,downgrade,5.0,BM,,
S5545,pause,,,6.0,8.0
S5550,downgrade,3.0,BM,,
S5557,downgrade,4.0,BM,,
S5560,downgrade,9.0,BM,,
S5562,pause,,,4.0,5.0
S5564,downgrade,7.0,BM,,
S5565,downgrade,5.0,BM,,
S5569,pause,,,6.0,7.0
S5570,downgrade,4.0,BM,,
S5570,pause,,,5.0,7.0
S5572,downgrade,9.0,BM,,
S5572,pause,,,5.0,7.0
S5574,pause,,,5.0,7.0
S5577,downgrade,4.0,BM,,
S5587,pause,,,3.0,4.0
S5589,pause,,,7.0,8.0
S5593,cancel,11.0,,,
S5597,downgrade,8.0,BM,,
S5599,downgrade,6.0,BM,,
S5600,downgrade,8.0,BM,,
S5600,pause,,,6.0,7.0
S5602,downgrade,8.0,BM,,
S5603,pause,,,7.0,8.0
S5605,downgrade,7.0,BM,,
S5607,downgrade,8.0,BM,,
S5608,cancel,9.0,,,
S5609,downgrade,5.0,BM,,
S5609,pause,,,7.0,8.0
S5611,cancel,6.0,,,
S5612,downgrade,9.0,BM,,
S5612,pause,,,5.0,6.0
S5614,pause,,,4.0,5.0
S5615,downgrade,6.0,BM,,
S5615,cancel,8.0,,,
S5617,downgrade,8.0,BM,,
S5622,downgrade,7.0,BM,,
S5622,pause,,,6.0,8.0
S5625,downgrade,6.0,BM,,
S5627,downgrade,5.0,BM,,
S5629,pause,,,3.0,4.0
S5630,pause,,,4.0,6.0
S5631,cancel,5.0,,,
S5634,pause,,,4.0,6.0
S5635,downgrade,7.0,BM,,
S5638,downgrade,8.0,BM,,
S5641,downgrade,5.0,BM,,
S5643,cancel,5.0,,,
S5648,pause,,,6.0,7.0
S5650,downgrade,5.0,BM,,
S5650,pause,,,6.0,7.0
S5650,cancel,11.0,,,
S5651,downgrade,9.0,BM,,
S5652,pause,,,3.0,5.0
S5652,cancel,6.0,,,
S5653,downgrade,7.0,BM,,
S5654,downgrade,7.0,BM,,
S5655,cancel,5.0,,,
S5658,pause,,,7.0,8.0
S5659,pause,,,7.0,8.0
S5661,downgrade,6.0,BM,,
S5663,pause,,,7.0,8.0
S5666,downgrade,8.0,BM,,
S5666,pause,,,3.0,5.0
S5666,cancel,5.0,,,
S5673,downgrade,3.0,BM,,
S5673,pause,,,4.0,6.0
S5673,cancel,6.0,,,
S5674,downgrade,5.0,BM,,
S5675,cancel,5.0,,,
S5676,downgrade,4.0,BM,,
S5677,downgrade,9.0,BM,,
S5680,pause,,,6.0,7.0
S5688,pause,,,7.0,8.0
S5693,pause,,,3.0,4.0
S5693,cancel,6.0,,,
S5694,downgrade,4.0,BM,,
S5694,cancel,8.0,,,
S5697,downgrade,3.0,BM,,
S5701,pause,,,4.0,6.0
S5703,downgrade,6.0,BM,,
S5706,downgrade,5.0,BM,,
S5710,cancel,9.0,,,
S5711,downgrade,5.0,BM,,
S5715,downgrade,8.0,BM,,
S5717,cancel,11.0,,,
S5718,cancel,10.0,,,
S5719,downgrade,4.0,BM,,
S5720,downgrade,6.0,BM,,
S5720,cancel,6.0,,,
S5721,downgrade,6.0,BM,,
S5722,downgrade,4.0,BM,,
S5722,pause,,,6.0,8.0
S5723,downgrade,3.0,BM,,
S5728,downgrade,3.0,BM,,
S5733,downgrade,8.0,BM,,
S5733,pause,,,5.0,6.0
S5738,downgrade,4.0,BM,,
S5739,downgrade,5.0,BM,,
S5742,pause,,,7.0,9.0
S5744,downgrade,7.0,BM,,
S5747,downgrade,4.0,BM,,
S5748,pause,,,5.0,7.0
S5749,cancel,8.0,,,
S5753,downgrade,4.0,BM,,
S5759,downgrade,6.0,BM,,
S5759,cancel,9.0,,,
S5761,downgrade,3.0,BM,,
S5762,downgrade,3.0,BM,,
S5762,cancel,8.0,,,
S5765,pause,,,4.0,5.0
S5770,downgrade,9.0,BM,,
S5770,pause,,,4.0,6.0
S5775,downgrade,8.0,BM,,
S5776,pause,,,6.0,8.0
S5778,downgrade,5.0,BM,,
S5779,downgrade,5.0,BM,,
S5782,pause,,,7.0,9.0
S5783,downgrade,5.0,BM,,
S5786,downgrade,5.0,BM,,
S5786,cancel,11.0,,,
S5788,pause,,,4.0,5.0
S5789,pause,,,3.0,4.0
S5791,pause,,,4.0,6.0
S5796,downgrade,4.0,BM,,
S5797,downgrade,8.0,BM,,
S5798,downgrade,7.0,BM,,
S5799,cancel,6.0,,,
S5802,downgrade,8.0,BM,,
S5803,cancel,7.0,,,
S5807,pause,,,3.0,5.0
S5808,downgrade,9.0,BM,,
S5809,downgrade,9.0,BM,,
S5809,pause,,,5.0,6.0
S5811,pause,,,3.0,4.0
S5812,pause,,,5.0,6.0
S5817,downgrade,7.0,BM,,
S5818,pause,,,6.0,7.0
S5820,downgrade,4.0,BM,,
S5821,pause,,,4.0,5.0
S5822,downgrade,4.0,BM,,
S5831,downgrade,4.0,BM,,
S5831,cancel,5.0,,,
S5832,pause,,,4.0,6.0
S5833,downgrade,3.0,BM,,
S5834,downgrade,6.0,BM,,
S5834,pause,,,3.0,5.0
S5835,downgrade,3.0,BM,,
S5838,downgrade,8.0,BM,,
S5840,pause,,,3.0,4.0
S5841,downgrade,7.0,BM,,
S5843,downgrade,8.0,BM,,
S5844,cancel,11.0,,,
S5851,cancel,8.0,,,
S5853,downgrade,4.0,BM,,
S5855,downgrade,8.0,BM,,
S5855,pause,,,4.0,6.0
S5859,cancel,5.0,,,
S5860,downgrade,5.0,BM,,
S5862,pause,,,4.0,5.0
S5863,downgrade,6.0,BM,,
S5864,pause,,,6.0,8.0
S5865,downgrade,4.0,BM,,
S5869,cancel,9.0,,,
S5873,pause,,,3.0,4.0
S5874,pause,,,5.0,6.0
S5878,pause,,,5.0,7.0
S5881,downgrade,9.0,BM,,
S5882,pause,,,6.0,7.0
S5882,cancel,6.0,,,
S5885,pause,,,6.0,7.0
S5888,cancel,8.0,,,
S5891,downgrade,6.0,BM,,
S5897,pause,,,7.0,8.0
S5898,pause,,,5.0,7.0
S5900,pause,,,3.0,5.0
S5901,downgrade,3.0,BM,,
S5901,pause,,,7.0,9.0
S5906,pause,,,7.0,8.0
S5907,pause,,,3.0,4.0
S5908,pause,,,7.0,9.0
S5910,downgrade,3.0,BM,,
S5910,pause,,,7.0,8.0
S5911,cancel,7.0,,,
S5914,pause,,,4.0,6.0
S5916,cancel,6.0,,,
S5918,pause,,,7.0,8.0
S5919,downgrade,3.0,BM,,
S5925,downgrade,4.0,BM,,
S5926,downgrade,5.0,BM,,
S5927,pause,,,5.0,6.0
S5928,downgrade,6.0,BM,,
S5931,downgrade,3.0,BM,,
S5932,pause,,,7.0,9.0
S5932,cancel,10.0,,,
S5934,pause,,,4.0,6.0
S5936,pause,,,4.0,6.0
S5938,downgrade,4.0,BM,,
S5938,cancel,5.0,,,
S5941,cancel,5.0,,,
S5945,pause,,,5.0,7.0
S5947,downgrade,4.0,BM,,
S5948,downgrade,9.0,BM,,
S5952,downgrade,7.0,BM,,
S5955,downgrade,5.0,BM,,
S5957,downgrade,3.0,BM,,
S5957,pause,,,6.0,7.0
S5958,pause,,,4.0,6.0
S5958,cancel,5.0,,,
S5959,cancel,7.0,,,
S5961,downgrade,5.0,BM,,
S5962,cancel,10.0,,,
S5965,downgrade,6.0,BM,,
S5966,cancel,6.0,,,
S5969,pause,,,5.0,6.0
S5973,pause,,,7.0,8.0
S5975,pause,,,4.0,6.0
S5977,downgrade,3.0,BM,,
S5978,downgrade,7.0,BM,,
S5978,pause,,,6.0,7.0
S5979,pause,,,7.0,9.0
S5981,downgrade,6.0,BM,,
S5982,downgrade,5.0,BM,,
S5983,pause,,,4.0,6.0
S5984,downgrade,9.0,BM,,
S5984,pause,,,4.0,5.0
S5985,pause,,,7.0,9.0
S5986,downgrade,7.0,BM,,
S5987,pause,,,3.0,4.0
S5989,pause,,,5.0,6.0
S5990,downgrade,9.0,BM,,
S5998,downgrade,3.0,BM,,
S5998,cancel,8.0,,,
S6000,pause,,,5.0,7.0
S6003,pause,,,4.0,5.0
S6005,downgrade,7.0,BM,,
S6005,pause,,,6.0,8.0
S6011,downgrade,8.0,BM,,
S6012,downgrade,8.0,BM,,
S6013,pause,,,5.0,7.0
S6015,cancel,8.0,,,
S6016,cancel,8.0,,,
S6017,pause,,,6.0,8.0
S6017,cancel,6.0,,,
S6021,downgrade,7.0,BM,,
S6022,cancel,11.0,,,
S6023,downgrade,7.0,BM,,
S6026,downgrade,8.0,BM,,
S6030,cancel,8.0,,,
S6031,downgrade,6.0,BM,,
S6033,pause,,,4.0,6.0
S6034,pause,,,6.0,7.0
S6035,downgrade,7.0,BM,,
S6037,pause,,,4.0,6.0
S6040,downgrade,9.0,BM,,
S6041,cancel,10.0,,,
S6044,pause,,,6.0,7.0
S6044,cancel,6.0,,,
S6045,cancel,9.0,,,
S6047,pause,,,4.0,5.0
S6053,pause,,,4.0,5.0
S6054,downgrade,8.0,BM,,
S6055,downgrade,8.0,BM,,
S6055,cancel,9.0,,,
S6056,pause,,,6.0,8.0
S6058,downgrade,6.0,BM,,
S6059,downgrade,6.0,BM,,
S6060,pause,,,4.0,5.0
S6063,downgrade,7.0,BM,,
S6063,pause,,,3.0,5.0
S6064,pause,,,6.0,7.0
S6065,cancel,9.0,,,
S6069,pause,,,4.0,5.0
S6070,pause,,,3.0,5.0
S6072,downgrade,5.0,BM,,
S6072,pause,,,6.0,7.0
S6074,downgrade,7.0,BM,,
S6076,downgrade,7.0,BM,,
S6081,pause,,,6.0,7.0
S6082,downgrade,7.0,BM,,
S6082,pause,,,6.0,8.0
S6085,pause,,,4.0,5.0
S6085,cancel,7.0,,,
S6086,downgrade,5.0,BM,,
S6087,pause,,,6.0,8.0
S6092,downgrade,6.0,BM,,
S6104,cancel,5.0,,,
S6105,downgrade,7.0,BM,,
S6107,downgrade,3.0,BM,,
S6108,downgrade,4.0,BM,,
S6116,downgrade,6.0,BM,,
S6118,pause,,,6.0,7.0
S6122,downgrade,3.0,BM,,
S6123,pause,,,4.0,6.0
S6135,cancel,11.0,,,
S6137,pause,,,4.0,6.0
S6140,pause,,,7.0,8.0
S6141,cancel,7.0,,,
S6143,pause,,,4.0,5.0
S6144,downgrade,6.0,BM,,
S6145,downgrade,8.0,BM,,
S6150,cancel,5.0,,,
S6151,pause,,,3.0,4.0
S6155,pause,,,7.0,8.0
S6157,downgrade,9.0,BM,,
S6157,pause,,,7.0,8.0
S6159,downgrade,6.0,BM,,
S6159,pause,,,6.0,7.0
S6160,pause,,,7.0,8.0
S6161,downgrade,5.0,BM,,
S6162,downgrade,7.0,BM,,
S6163,pause,,,5.0,7.0
S6163,cancel,9.0,,,
S6164,downgrade,8.0,BM,,
S6165,pause,,,3.0,5.0
S6169,downgrade,9.0,BM,,
S6175,pause,,,6.0,7.0
S6178,downgrade,7.0,BM,,
S6178,pause,,,7.0,9.0
S6184,cancel,5.0,,,
S6188,downgrade,6.0,BM,,
S6193,downgrade,9.0,BM,,
S6195,cancel,5.0,,,
S6196,pause,,,7.0,8.0
S6198,downgrade,7.0,BM,,
S6202,pause,,,7.0,9.0
S6204,downgrade,7.0,BM,,
S6206,pause,,,3.0,5.0
S6210,pause,,,4.0,5.0
S6214,pause,,,6.0,7.0
S6214,cancel,9.0,,,
S6219,pause,,,7.0,8.0
S6223,pause,,,7.0,9.0
S6224,cancel,10.0,,,
S6225,downgrade,4.0,BM,,
S6225,cancel,10.0,,,
S6226,downgrade,8.0,BM,,
S6227,pause,,,6.0,7.0
S6229,cancel,8.0,,,
S6230,pause,,,3.0,5.0
S6231,downgrade,6.0,BM,,
S6231,cancel,7.0,,,
S6233,pause,,,6.0,8.0
S6234,downgrade,8.0,BM,,
S6236,pause,,,5.0,7.0
S6240,downgrade,8.0,BM,,
S6240,cancel,5.0,,,
S6241,pause,,,5.0,7.0
S6244,downgrade,4.0,BM,,
S6250,pause,,,3.0,5.0
S6251,downgrade,8.0,BM,,
S6253,pause,,,4.0,5.0
S6255,downgrade,7.0,BM,,
S6255,cancel,9.0,,,
S6258,downgrade,9.0,BM,,
S6258,pause,,,4.0,6.0
S6260,pause,,,7.0,9.0
S6261,pause,,,7.0,9.0
S6262,downgrade,8.0,BM,,
S6263,downgrade,8.0,BM,,
S6263,pause,,,3.0,4.0
S6264,downgrade,9.0,BM,,
S6267,pause,,,6.0,8.0
S6269,downgrade,6.0,BM,,
S6269,pause,,,4.0,5.0
S6273,downgrade,9.0,BM,,
S6273,pause,,,4.0,5.0
S6274,cancel,7.0,,,
S6275,pause,,,6.0,8.0
S6280,downgrade,7.0,BM,,
S6281,cancel,9.0,,,
S6283,cancel,10.0,,,
S6287,downgrade,8.0,BM,,
S6290,pause,,,7.0,9.0
S6291,downgrade,6.0,BM,,
S6293,pause,,,5.0,6.0
S6294,pause,,,7.0,8.0
S6296,pause,,,4.0,6.0
S6299,downgrade,7.0,BM,,
S6300,cancel,6.0,,,
S6301,pause,,,6.0,8.0
S6302,pause,,,5.0,7.0
S6303,downgrade,3.0,BM,,
S6303,pause,,,5.0,6.0
S6305,pause,,,7.0,9.0
S6305,cancel,6.0,,,
S6308,pause,,,7.0,9.0
S6310,pause,,,5.0,6.0
S6311,downgrade,9.0,BM,,
S6317,downgrade,4.0,BM,,
S6319,pause,,,3.0,4.0
S6321,downgrade,4.0,BM,,
S6321,cancel,7.0,,,
S6322,downgrade,6.0,BM,,
S6322,pause,,,6.0,7.0
S6324,cancel,10.0,,,
S6326,pause,,,6.0,7.0
S6329,pause,,,7.0,9.0
S6331,pause,,,7.0,9.0
S6331,cancel,9.0,,,
S6337,downgrade,9.0,BM,,
S6339,downgrade,7.0,BM,,
S6339,cancel,7.0,,,
S6346,pause,,,5.0,7.0
S6347,downgrade,9.0,BM,,
S6348,downgrade,5.0,BM,,
S6350,pause,,,6.0,8.0
S6351,downgrade,4.0,BM,,
S6354,pause,,,4.0,5.0
S6356,pause,,,7.0,9.0
S6357,pause,,,3.0,5.0
S6358,cancel,9.0,,,
S6359,pause,,,3.0,5.0
S6360,pause,,,6.0,8.0
S6360,cancel,6.0,,,
S6363,downgrade,4.0,BM,,
S6367,pause,,,6.0,8.0
S6368,cancel,11.0,,,
S6369,downgrade,3.0,BM,,
S6370,pause,,,4.0,6.0
S6370,cancel,5.0,,,
S6376,downgrade,6.0,BM,,
S6382,pause,,,3.0,5.0
S6386,downgrade,5.0,BM,,
S6392,pause,,,5.0,7.0
S6393,pause,,,7.0,8.0
S6395,downgrade,3.0,BM,,
S6396,downgrade,9.0,BM,,
S6396,pause,,,7.0,9.0
S6397,downgrade,5.0,BM,,
S6401,pause,,,7.0,8.0
S6402,pause,,,3.0,4.0
S6403,pause,,,6.0,8.0
S6404,cancel,8.0,,,
S6405,cancel,7.0,,,
S6406,cancel,5.0,,,
S6411,downgrade,8.0,BM,,
S6412,pause,,,4.0,6.0
S6413,downgrade,6.0,BM,,
S6414,downgrade,3.0,BM,,
S6415,pause,,,7.0,9.0
S6416,downgrade,4.0,BM,,
S6416,pause,,,4.0,6.0
S6416,cancel,7.0,,,
S6422,downgrade,3.0,BM,,
S6424,downgrade,7.0,BM,,
S6425,downgrade,5.0,BM,,
S6425,pause,,,6.0,8.0
S6426,downgrade,8.0,BM,,
S6428,cancel,7.0,,,
S6430,pause,,,6.0,8.0
S6432,downgrade,5.0,BM,,
S6432,cancel,5.0,,,
S6433,cancel,8.0,,,
S6435,pause,,,5.0,7.0
S6436,cancel,7.0,,,
S6438,pause,,,5.0,7.0
S6439,pause,,,3.0,5.0
S6442,pause,,,7.0,8.0
S6444,pause,,,5.0,6.0
S6445,cancel,10.0,,,
S6448,pause,,,7.0,9.0
S6452,pause,,,6.0,7.0
S6453,pause,,,3.0,5.0
S6454,downgrade,4.0,BM,,
S6455,downgrade,4.0,BM,,
S6456,pause,,,5.0,7.0
S6457,downgrade,8.0,BM,,
S6458,pause,,,5.0,7.0
S6462,cancel,7.0,,,
S6463,downgrade,5.0,BM,,
S6463,pause,,,3.0,4.0
S6465,pause,,,4.0,6.0
S6466,downgrade,8.0,BM,,
S6470,downgrade,4.0,BM,,
S6471,downgrade,4.0,BM,,
S6472,pause,,,4.0,5.0
S6474,downgrade,4.0,BM,,
S6474,pause,,,7.0,8.0
S6477,downgrade,3.0,BM,,
S6481,pause,,,3.0,5.0
S6485,downgrade,5.0,BM,,
S6489,pause,,,4.0,6.0
S6497,pause,,,7.0,9.0
S6498,downgrade,4.0,BM,,
S6500,downgrade,4.0,BM,,
S6502,pause,,,7.0,9.0
S6502,cancel,11.0,,,
S6505,pause,,,4.0,6.0
S6510,pause,,,7.0,9.0
S6510,cancel,8.0,,,
S6511,cancel,9.0,,,
S6512,cancel,5.0,,,
S6516,downgrade,7.0,BM,,
S6517,pause,,,4.0,6.0
S6522,pause,,,5.0,6.0
